feature	is.community.feat	pheno	domain	trait	mb.coef	age.coef	DR.1D.coef	DR.2D.coef	DR.20.coef	DR.40.coef	mb.pval	mb.padj
Mailhella	N	AS_SlopeLog	AS	SlopeLog	-0.02204185	-0.54155781	 0.03695346	 0.00932418	 0.08334910	-0.10384098	0.33594930	0.76398442
MarseilleP3106	N	AS_SlopeLog	AS	SlopeLog	-0.02487233	-0.54547134	 0.03423053	 0.00324973	 0.08295714	-0.10054423	0.23765659	0.68535149
MuribaculaceaeNOV	N	AS_SlopeLog	AS	SlopeLog	 0.03706349	-0.55760067	 0.02330645	-0.00562111	 0.06903736	-0.11657173	0.15319325	0.59288976
Muribaculum	N	AS_SlopeLog	AS	SlopeLog	 0.02146952	-0.54599043	 0.02757738	-0.00876401	 0.07529652	-0.10977212	0.35902800	0.78257389
Oscillibacter	N	AS_SlopeLog	AS	SlopeLog	-0.02209109	-0.54456962	 0.02985671	-0.00290967	 0.07184356	-0.11024451	0.30368025	0.73960145
OscillospiraceaeNOV	N	AS_SlopeLog	AS	SlopeLog	-0.02818525	-0.54731489	 0.03121518	-0.00604457	 0.06932926	-0.12051781	0.21362314	0.66171377
PCoA1	Y	AS_SlopeLog	AS	SlopeLog	-0.00341383	-0.54101887	 0.03440107	 0.00548943	 0.08410707	-0.09459497	0.88543391	0.97908457
PCoA2	Y	AS_SlopeLog	AS	SlopeLog	-0.04163627	-0.53419555	 0.04355602	 0.02383327	 0.09285842	-0.05810862	0.06337342	0.44373142
PCoA3	Y	AS_SlopeLog	AS	SlopeLog	-0.06392246	-0.57016902	 0.02951206	 0.00517541	 0.07907163	-0.11174571	0.01070966	0.20228403
Paramuribaculum	N	AS_SlopeLog	AS	SlopeLog	-0.02614263	-0.54123642	 0.04515074	 0.02297059	 0.10005036	-0.07117951	0.24532636	0.69060288
Parvibacter	N	AS_SlopeLog	AS	SlopeLog	-0.01235627	-0.54072098	 0.03693276	 0.00880804	 0.08648644	-0.09889356	0.58558279	0.89131323
Prevotella	N	AS_SlopeLog	AS	SlopeLog	-0.02900808	-0.54241407	 0.04109818	 0.02068558	 0.09089756	-0.08991385	0.19421243	0.64138361
Romboutsia	N	AS_SlopeLog	AS	SlopeLog	-0.01993508	-0.53750510	 0.03316806	 0.00428773	 0.08276021	-0.08165670	0.38964864	0.80007488
Roseburia	N	AS_SlopeLog	AS	SlopeLog	-0.01240710	-0.54027333	 0.02723803	-0.00304941	 0.07953684	-0.09883677	0.57241781	0.88642338
RuminiclostridiumE	N	AS_SlopeLog	AS	SlopeLog	-0.04571816	-0.54812314	 0.02814763	-0.03072153	 0.06968765	-0.12233523	0.04519122	0.39329318
Schaedlerella	N	AS_SlopeLog	AS	SlopeLog	-0.02093568	-0.54298121	 0.02810341	-0.00635664	 0.07152780	-0.12044316	0.36411294	0.78493771
Shannon	Y	AS_SlopeLog	AS	SlopeLog	 0.01968684	-0.54204812	 0.02974281	 0.00419352	 0.07658706	-0.10462098	0.35949841	0.78259262
Simpson	Y	AS_SlopeLog	AS	SlopeLog	-0.00757222	-0.54169312	 0.03440937	 0.00397387	 0.08427378	-0.09529368	0.72080860	0.93480685
Staphylococcus	N	AS_SlopeLog	AS	SlopeLog	 0.04389934	-0.54725032	 0.03302789	 0.00735816	 0.07021317	-0.13001751	0.04380781	0.39084023
TF0111	N	AS_SlopeLog	AS	SlopeLog	 0.00737948	-0.54015130	 0.03523521	 0.00586479	 0.08442120	-0.09188492	0.74212436	0.94100333
Turicibacter	N	AS_SlopeLog	AS	SlopeLog	-0.02504038	-0.53069256	 0.03121410	 0.00489645	 0.07784553	-0.09139586	0.30728110	0.74304692
UBA11940	N	AS_SlopeLog	AS	SlopeLog	 0.00174545	-0.54141539	 0.03323928	 0.00399727	 0.08218085	-0.09801191	0.93819416	0.99144844
UBA11957	N	AS_SlopeLog	AS	SlopeLog	 0.02123600	-0.53703275	 0.04544213	 0.02011434	 0.09618021	-0.07403523	0.39921520	0.80435994
UBA1394	N	AS_SlopeLog	AS	SlopeLog	 0.04703391	-0.53417992	 0.03293534	 0.01222368	 0.06996597	-0.11738458	0.03790296	0.36499494
UBA1405	N	AS_SlopeLog	AS	SlopeLog	-0.02004196	-0.53782883	 0.03007479	-0.00266262	 0.07678799	-0.10770729	0.40122334	0.80544665
UBA2882	N	AS_SlopeLog	AS	SlopeLog	 0.05811491	-0.53816627	 0.03899481	 0.03891224	 0.09243113	-0.09960766	0.01244549	0.22156960
UBA3282	N	AS_SlopeLog	AS	SlopeLog	 0.00992996	-0.54007797	 0.03400581	 0.00389225	 0.08293337	-0.09476778	0.64634759	0.91184298
UBA3700	N	AS_SlopeLog	AS	SlopeLog	 0.01497164	-0.53910964	 0.03114270	 0.00504585	 0.07970089	-0.10457366	0.52118498	0.86633642
UBA3700NOV	N	AS_SlopeLog	AS	SlopeLog	-0.02328302	-0.54576223	 0.04165197	 0.01991269	 0.09704016	-0.07530451	0.30915404	0.74394980
UBA3818	N	AS_SlopeLog	AS	SlopeLog	 0.05013582	-0.53968866	 0.04996620	 0.03235585	 0.11374651	-0.06556639	0.02716157	0.31510110
UBA7160	N	AS_SlopeLog	AS	SlopeLog	-0.00698391	-0.54125782	 0.03344113	 0.00397474	 0.08221412	-0.09992708	0.74250147	0.94107155
UBA7173	N	AS_SlopeLog	AS	SlopeLog	-0.00639038	-0.54229909	 0.03519337	 0.00639249	 0.08470961	-0.09441995	0.77890777	0.95031526
UBA7182	N	AS_SlopeLog	AS	SlopeLog	 0.00148781	-0.54127709	 0.03350864	 0.00400562	 0.08261071	-0.09670540	0.95205351	0.99369328
UBA946	N	AS_SlopeLog	AS	SlopeLog	 0.01423266	-0.54012909	 0.03336941	 0.00613279	 0.08068383	-0.10132103	0.52319183	0.86650052
UBA9475	N	AS_SlopeLog	AS	SlopeLog	-0.06046503	-0.55439128	 0.02571430	-0.00672344	 0.06015309	-0.13531198	0.00730295	0.16774114
UBA9502	N	AS_SlopeLog	AS	SlopeLog	 0.00133732	-0.54143640	 0.03340152	 0.00353641	 0.08251943	-0.09722956	0.95320863	0.99369328
UMGS1004	N	AS_SlopeLog	AS	SlopeLog	-0.02131277	-0.54375000	 0.03320633	 0.00445268	 0.09240676	-0.07846387	0.35984775	0.78278955
UMGS1217	N	AS_SlopeLog	AS	SlopeLog	 0.03554143	-0.53515451	 0.03475951	 0.01470169	 0.08412908	-0.09424721	0.10584629	0.52435580
UMGS1370	N	AS_SlopeLog	AS	SlopeLog	 0.00092656	-0.54154813	 0.03349142	 0.00363630	 0.08241312	-0.09750585	0.96820502	0.99611574
UMGS1815	N	AS_SlopeLog	AS	SlopeLog	-0.00772467	-0.54160730	 0.03727635	 0.00865568	 0.09025542	-0.08616724	0.76238981	0.94595221
UMGS1872	N	AS_SlopeLog	AS	SlopeLog	-0.03666932	-0.54138810	 0.02970772	 0.00227018	 0.07171076	-0.12797521	0.10618992	0.52445578
UMGS268	N	AS_SlopeLog	AS	SlopeLog	 0.00627140	-0.53986889	 0.03318795	 0.00374892	 0.08204469	-0.09917855	0.78395928	0.95129484
X142	N	AS_SlopeLog	AS	SlopeLog	-0.02740462	-0.54217875	 0.02993371	 0.00140468	 0.06956367	-0.12030341	0.22093689	0.67076605
X1XD4269	N	AS_SlopeLog	AS	SlopeLog	-0.01814232	-0.54639107	 0.03267563	 0.00017642	 0.08062306	-0.09921535	0.40410633	0.80763395
X1XD876	N	AS_SlopeLog	AS	SlopeLog	-0.01317056	-0.54181866	 0.03132119	 0.00039529	 0.07862446	-0.10420296	0.54904075	0.87534341
uniq	Y	AS_SlopeLog	AS	SlopeLog	-0.04932737	-0.53147416	 0.04518022	 0.03032250	 0.09496634	-0.06694721	0.02598272	0.30928165
AF3328	N	BW_BW	BW	BW	 0.02551794	-0.02558782	-0.30881137	-0.56584146	-0.62577935	-1.57945529	0.02589888	0.30912935
AM0715	N	BW_BW	BW	BW	 0.02137753	-0.02540870	-0.30614497	-0.56170358	-0.61628559	-1.57680636	0.09521882	0.50426637
ASF356	N	BW_BW	BW	BW	 0.03247305	-0.01892694	-0.30451190	-0.55956861	-0.61794047	-1.56847972	0.01203074	0.21746625
Acetatifactor	N	BW_BW	BW	BW	-0.02754129	-0.03004109	-0.31228935	-0.56285343	-0.63147150	-1.58507080	0.01889903	0.26558170
Acutalibacter	N	BW_BW	BW	BW	 0.00882930	-0.02740316	-0.30851389	-0.56424305	-0.62320614	-1.58384257	0.43866919	0.82491601
Adlercreutzia	N	BW_BW	BW	BW	 0.04751802	-0.03053956	-0.32298081	-0.59005350	-0.64165464	-1.58184527	0.00014647	0.01409817
Akkermansia	N	BW_BW	BW	BW	-0.02176860	-0.02758253	-0.30858289	-0.56277281	-0.62244931	-1.57536101	0.06710184	0.45388410
Alistipes	N	BW_BW	BW	BW	 0.11000702	-0.06915054	-0.32733569	-0.57953337	-0.64644989	-1.61041789	0.00000000	0.00000000
Anaerotignum	N	BW_BW	BW	BW	-0.01162580	-0.02631945	-0.31028493	-0.56720736	-0.62901198	-1.59047538	0.34079008	0.76885803
Anaerotruncus	N	BW_BW	BW	BW	-0.01088666	-0.02712156	-0.31107505	-0.56940251	-0.63163442	-1.59627281	0.36843367	0.78756008
AnaerovoracaceaeNOV	N	BW_BW	BW	BW	-0.03576965	-0.02807646	-0.31230979	-0.56781597	-0.62615622	-1.59574634	0.00138396	0.06296229
Angelakisella	N	BW_BW	BW	BW	-0.04511278	-0.03269205	-0.31597318	-0.57670095	-0.64610633	-1.60313336	0.00008309	0.00966754
Bacteroides	N	BW_BW	BW	BW	-0.02800937	-0.02353792	-0.30040001	-0.55013729	-0.61477080	-1.57734628	0.01660966	0.25156988
Bifidobacterium	N	BW_BW	BW	BW	-0.04890786	-0.00458127	-0.30427325	-0.54959481	-0.62299232	-1.55917430	0.00080940	0.04550048
BorkfalkiaceaeNOV	N	BW_BW	BW	BW	-0.01293248	-0.02933001	-0.31153911	-0.57040654	-0.62434107	-1.58409079	0.30967899	0.74394980
ButyricicoccaceaeNOV	N	BW_BW	BW	BW	 0.00187908	-0.02712244	-0.30942040	-0.56584331	-0.62693449	-1.58898608	0.86928825	0.97528885
CAG115	N	BW_BW	BW	BW	-0.03275534	-0.02448301	-0.31130637	-0.57535979	-0.63090702	-1.58826903	0.01574872	0.24626647
CAG145	N	BW_BW	BW	BW	 0.02009973	-0.02638531	-0.30871171	-0.56230406	-0.62677766	-1.58546912	0.09711593	0.50787227
CAG273	N	BW_BW	BW	BW	 0.03231989	-0.02306385	-0.30758219	-0.56357870	-0.62778697	-1.58503814	0.00577796	0.15018408
CAG274NOV	N	BW_BW	BW	BW	 0.03804084	-0.02352048	-0.29760394	-0.52999926	-0.61716337	-1.56181028	0.00226872	0.08554993
CAG303	N	BW_BW	BW	BW	 0.06515821	-0.01625174	-0.27595277	-0.52729710	-0.61236406	-1.55831695	0.00000006	0.00002586
CAG41	N	BW_BW	BW	BW	-0.00886163	-0.02739179	-0.31221229	-0.57430158	-0.62752893	-1.59108837	0.47140954	0.84068035
CAG475	N	BW_BW	BW	BW	-0.04140505	-0.03462369	-0.31263435	-0.57861750	-0.62454726	-1.58121735	0.00138595	0.06296229
CAG485	N	BW_BW	BW	BW	-0.02178440	-0.02405415	-0.30156661	-0.55278332	-0.61321414	-1.57381548	0.07005771	0.46133210
CAG510	N	BW_BW	BW	BW	-0.01885705	-0.02421546	-0.30734942	-0.56700537	-0.62435725	-1.57937459	0.16958702	0.61644263
CAG552NOV	N	BW_BW	BW	BW	 0.00245569	-0.02688416	-0.30987536	-0.56691141	-0.62736309	-1.58957684	0.84650012	0.96974870
CAG56	N	BW_BW	BW	BW	 0.03779181	-0.02719269	-0.31160502	-0.56995556	-0.62312737	-1.56771680	0.00189828	0.07684782
CAG582	N	BW_BW	BW	BW	 0.00735625	-0.02566566	-0.30949353	-0.56652704	-0.62739993	-1.59102502	0.55669823	0.87946054
CAG776	N	BW_BW	BW	BW	-0.00624300	-0.02796203	-0.30898094	-0.56663464	-0.62687992	-1.58747716	0.61321387	0.90142904
CAG81	N	BW_BW	BW	BW	 0.03009188	-0.02741862	-0.30502412	-0.56043180	-0.62282197	-1.58286545	0.00997258	0.19591057
CAG873	N	BW_BW	BW	BW	-0.01487371	-0.02700732	-0.30501153	-0.55971592	-0.61997122	-1.58054680	0.20852463	0.65692769
CAG95	N	BW_BW	BW	BW	-0.01353222	-0.02912435	-0.31239890	-0.56986387	-0.63011081	-1.59245142	0.24420915	0.69003635
COE1	N	BW_BW	BW	BW	 0.05165809	-0.01768948	-0.29709897	-0.53896730	-0.60493358	-1.53780963	0.00003097	0.00453275
Chao1	Y	BW_BW	BW	BW	 0.01439002	-0.02666857	-0.31165567	-0.56718935	-0.62963205	-1.59220148	0.16030863	0.60277433
Clostridium	N	BW_BW	BW	BW	-0.03918193	-0.02201936	-0.30994988	-0.57118660	-0.62692658	-1.56470818	0.00091348	0.04899542
ClostridiumQ	N	BW_BW	BW	BW	 0.04502920	-0.02423077	-0.31348490	-0.57707904	-0.62312158	-1.56135900	0.00024848	0.02086735
D1663	N	BW_BW	BW	BW	 0.05350736	-0.03287626	-0.31580204	-0.57424641	-0.63284818	-1.55924382	0.00000535	0.00113807
Desulfovibrio	N	BW_BW	BW	BW	 0.03566322	-0.03610313	-0.31533186	-0.56850592	-0.63047081	-1.59826906	0.00929158	0.18978403
Dorea	N	BW_BW	BW	BW	 0.00389379	-0.02694472	-0.30933217	-0.56594150	-0.62675547	-1.58688447	0.74455832	0.94110315
Dubosiella	N	BW_BW	BW	BW	-0.05435493	-0.01082957	-0.31640670	-0.56475691	-0.62211768	-1.55696994	0.00002856	0.00435229
Duncaniella	N	BW_BW	BW	BW	 0.00009675	-0.02727608	-0.30984438	-0.56676254	-0.62738096	-1.58929059	0.99330554	0.99909115
Emergencia	N	BW_BW	BW	BW	 0.04621636	-0.02411187	-0.31464909	-0.57751726	-0.61196338	-1.53755075	0.00023828	0.02050118
EnterococcusD	N	BW_BW	BW	BW	-0.05254408	-0.01658675	-0.30661818	-0.55813514	-0.62219550	-1.57485297	0.00001095	0.00202012
ErysipelatoclostridiaceaeNOV	N	BW_BW	BW	BW	 0.02183812	-0.02668192	-0.31440571	-0.57068951	-0.63090091	-1.58545218	0.07499444	0.47005884
Erysipelatoclostridium	N	BW_BW	BW	BW	-0.04673342	-0.02964709	-0.30307260	-0.55823452	-0.61225260	-1.57835110	0.00009889	0.01085632
ErysipelotrichaceaeNOV	N	BW_BW	BW	BW	 0.05467120	-0.01857582	-0.32324696	-0.56966132	-0.63131774	-1.54070022	0.00000654	0.00135120
Escherichia	N	BW_BW	BW	BW	-0.04602610	-0.02032305	-0.30316948	-0.55169012	-0.61941483	-1.56475285	0.00011581	0.01190777
EubacteriumF	N	BW_BW	BW	BW	-0.00125162	-0.02739972	-0.30976596	-0.56646660	-0.62723818	-1.58926192	0.91451473	0.98619000
EubacteriumG	N	BW_BW	BW	BW	-0.01380184	-0.02934444	-0.31221311	-0.56923499	-0.63211227	-1.59393211	0.23745517	0.68525886
EubacteriumJ	N	BW_BW	BW	BW	 0.03515503	-0.02288150	-0.30556987	-0.55719118	-0.61161137	-1.56149621	0.00348165	0.10883632
Evtepia	N	BW_BW	BW	BW	-0.01466318	-0.02631601	-0.31131920	-0.56705092	-0.63327938	-1.60100898	0.20201850	0.64963759
Flavonifractor	N	BW_BW	BW	BW	-0.00205806	-0.02724717	-0.31009936	-0.56706969	-0.62813213	-1.59051178	0.85987873	0.97310357
HungatellaA	N	BW_BW	BW	BW	 0.01847205	-0.02423793	-0.31008661	-0.56854807	-0.62667014	-1.58590805	0.11645036	0.53945401
Ileibacterium	N	BW_BW	BW	BW	-0.02546356	-0.02319251	-0.30631206	-0.55015993	-0.61942775	-1.57502333	0.04683767	0.39735526
Kineothrix	N	BW_BW	BW	BW	-0.03429320	-0.02289152	-0.29951016	-0.54750264	-0.61206095	-1.55636349	0.00661544	0.15991620
Lachnospira	N	BW_BW	BW	BW	 0.07832578	-0.01079716	-0.30625810	-0.55479004	-0.60823262	-1.52835073	0.00000000	0.00000054
LachnospiraceaeNOV	N	BW_BW	BW	BW	-0.00438818	-0.02781631	-0.30999977	-0.56672700	-0.62806011	-1.59001409	0.70431152	0.92951306
Lactobacillus	N	BW_BW	BW	BW	 0.00521267	-0.02752392	-0.31130340	-0.57089577	-0.63018154	-1.59304573	0.68352005	0.92243516
Lawsonibacter	N	BW_BW	BW	BW	-0.02687982	-0.02746827	-0.31163859	-0.56946827	-0.63652736	-1.59910051	0.01613813	0.24786333
Ligilactobacillus	N	BW_BW	BW	BW	 0.05651665	-0.05472626	-0.33988133	-0.60205088	-0.65703055	-1.63948739	0.00001621	0.00268021
Limosilactobacillus	N	BW_BW	BW	BW	 0.02583422	-0.02678353	-0.31694838	-0.58426944	-0.64342850	-1.61067674	0.03891275	0.37027776
Mailhella	N	BW_BW	BW	BW	 0.00806609	-0.02726580	-0.31228700	-0.56991829	-0.62836971	-1.58808902	0.51945023	0.86561089
MarseilleP3106	N	BW_BW	BW	BW	-0.01676627	-0.02892109	-0.30711945	-0.56489932	-0.62276934	-1.58891836	0.13156136	0.56132486
MuribaculaceaeNOV	N	BW_BW	BW	BW	 0.04364401	-0.04321088	-0.32133122	-0.57034169	-0.63896181	-1.60814419	0.00224905	0.08495996
Muribaculum	N	BW_BW	BW	BW	 0.00002733	-0.02728451	-0.30983705	-0.56673540	-0.62735977	-1.58926975	0.99823960	0.99965321
Oscillibacter	N	BW_BW	BW	BW	-0.02502671	-0.03024859	-0.31062727	-0.57139605	-0.63421408	-1.59599261	0.02510532	0.30483586
OscillospiraceaeNOV	N	BW_BW	BW	BW	-0.02141810	-0.03129457	-0.31001889	-0.57208399	-0.63319402	-1.59837211	0.06960379	0.46112458
PCoA1	Y	BW_BW	BW	BW	-0.01466232	-0.02491454	-0.30489290	-0.55773106	-0.61849884	-1.57542149	0.22865062	0.67778460
PCoA2	Y	BW_BW	BW	BW	-0.07006431	-0.01550443	-0.28623346	-0.53215273	-0.59337373	-1.50447217	0.00000001	0.00000488
PCoA3	Y	BW_BW	BW	BW	-0.08456723	-0.05682796	-0.31836202	-0.56966178	-0.63920557	-1.60887173	0.00000000	0.00000020
Paramuribaculum	N	BW_BW	BW	BW	-0.04281624	-0.02535412	-0.29201337	-0.54063742	-0.59756489	-1.55218327	0.00032541	0.02432410
Parvibacter	N	BW_BW	BW	BW	 0.03008689	-0.02852305	-0.31886657	-0.58038741	-0.63723089	-1.58180218	0.01642242	0.25060195
Prevotella	N	BW_BW	BW	BW	-0.00749730	-0.02733124	-0.30805428	-0.56286219	-0.62556743	-1.58806367	0.52827867	0.86880725
Romboutsia	N	BW_BW	BW	BW	-0.08439575	-0.01224240	-0.30445624	-0.56299556	-0.61576448	-1.50635238	0.00000000	0.00000005
Roseburia	N	BW_BW	BW	BW	-0.01533973	-0.02589212	-0.31545669	-0.57382928	-0.62835967	-1.58632171	0.20063654	0.64782399
RuminiclostridiumE	N	BW_BW	BW	BW	 0.02248512	-0.02419839	-0.31263363	-0.55293702	-0.62437306	-1.57998246	0.06737884	0.45448914
Schaedlerella	N	BW_BW	BW	BW	-0.00205709	-0.02741228	-0.31015562	-0.56756727	-0.62846226	-1.59117048	0.86775073	0.97520165
Shannon	Y	BW_BW	BW	BW	-0.00529834	-0.02724736	-0.30870853	-0.56722511	-0.62580150	-1.58749039	0.63728032	0.90789117
Simpson	Y	BW_BW	BW	BW	-0.01750718	-0.02736770	-0.30469284	-0.56450999	-0.62071328	-1.58099325	0.11351678	0.53614613
Staphylococcus	N	BW_BW	BW	BW	 0.01557893	-0.02871090	-0.30802190	-0.56391103	-0.62844182	-1.59573896	0.16526143	0.60986444
TF0111	N	BW_BW	BW	BW	 0.05375986	-0.01691084	-0.29986620	-0.55201715	-0.60734912	-1.53772459	0.00001538	0.00257214
Turicibacter	N	BW_BW	BW	BW	-0.07847744	 0.00118098	-0.31405975	-0.56713721	-0.64235871	-1.55072625	0.00000000	0.00000149
UBA11940	N	BW_BW	BW	BW	 0.02832869	-0.02423821	-0.30647287	-0.55479638	-0.62279139	-1.58130905	0.02608716	0.31014733
UBA11957	N	BW_BW	BW	BW	 0.04761769	-0.01788821	-0.28410145	-0.52840810	-0.59608524	-1.53329098	0.00059255	0.03706340
UBA1394	N	BW_BW	BW	BW	 0.01275514	-0.02558225	-0.30954025	-0.56328969	-0.62970552	-1.59270483	0.30639238	0.74231538
UBA1405	N	BW_BW	BW	BW	 0.04015942	-0.03130442	-0.30607225	-0.55638248	-0.61803097	-1.57590023	0.00156722	0.06896734
UBA2882	N	BW_BW	BW	BW	 0.00107540	-0.02722825	-0.30966564	-0.56604100	-0.62725898	-1.58949297	0.93446916	0.99107304
UBA3282	N	BW_BW	BW	BW	-0.00969064	-0.02867874	-0.30995989	-0.56774281	-0.62817656	-1.59138596	0.40341083	0.80708968
UBA3700	N	BW_BW	BW	BW	-0.01342078	-0.02928285	-0.30785730	-0.56844066	-0.62519273	-1.58458356	0.30600309	0.74231538
UBA3700NOV	N	BW_BW	BW	BW	-0.01731043	-0.03009651	-0.30448436	-0.55772749	-0.61673520	-1.57096580	0.16770205	0.61409862
UBA3818	N	BW_BW	BW	BW	-0.01639873	-0.02810548	-0.31458135	-0.57401029	-0.63624692	-1.59661101	0.18832739	0.63625952
UBA7160	N	BW_BW	BW	BW	 0.00916599	-0.02763516	-0.31094900	-0.56916659	-0.62737342	-1.58642678	0.42957576	0.82088789
UBA7173	N	BW_BW	BW	BW	-0.03403817	-0.02961029	-0.30277128	-0.55549685	-0.61429410	-1.57433035	0.00514126	0.13947573
UBA7182	N	BW_BW	BW	BW	 0.05207951	-0.01766303	-0.30187197	-0.54814476	-0.60342358	-1.52775885	0.00012758	0.01280634
UBA946	N	BW_BW	BW	BW	-0.04934536	-0.03077594	-0.31666483	-0.58280411	-0.62599608	-1.57308034	0.00007675	0.00919179
UBA9475	N	BW_BW	BW	BW	-0.04212373	-0.03495117	-0.31335358	-0.57354841	-0.63616699	-1.59995717	0.00042421	0.02912695
UBA9502	N	BW_BW	BW	BW	 0.02046205	-0.02537018	-0.30587415	-0.56238914	-0.61752107	-1.57123834	0.09245085	0.50102331
UMGS1004	N	BW_BW	BW	BW	 0.00680675	-0.02659028	-0.31009052	-0.56729675	-0.63115473	-1.59536286	0.59641231	0.89592772
UMGS1217	N	BW_BW	BW	BW	 0.04169996	-0.02136249	-0.30118738	-0.54836797	-0.61661374	-1.57134731	0.00035977	0.02597092
UMGS1370	N	BW_BW	BW	BW	 0.00755318	-0.02706841	-0.30769038	-0.56355591	-0.62307835	-1.58148507	0.54599979	0.87399561
UMGS1815	N	BW_BW	BW	BW	-0.01948985	-0.02740876	-0.30278547	-0.55598553	-0.60587978	-1.56176925	0.15175588	0.59061760
UMGS1872	N	BW_BW	BW	BW	 0.01656835	-0.02730023	-0.31024606	-0.56830747	-0.62372497	-1.57908665	0.17816301	0.62706599
UMGS268	N	BW_BW	BW	BW	-0.01518239	-0.03096713	-0.31218422	-0.57085901	-0.62848048	-1.58847528	0.22157192	0.67136323
X142	N	BW_BW	BW	BW	 0.03059337	-0.02599152	-0.30690694	-0.56618187	-0.61486825	-1.56914972	0.01152327	0.21195381
X1XD4269	N	BW_BW	BW	BW	-0.03480545	-0.03379465	-0.31342650	-0.57153256	-0.62610502	-1.58426601	0.00244781	0.08926897
X1XD876	N	BW_BW	BW	BW	 0.00385893	-0.02733412	-0.30968024	-0.56622552	-0.62677762	-1.58853478	0.74403229	0.94110315
uniq	Y	BW_BW	BW	BW	-0.04643088	-0.01781006	-0.29556731	-0.54732157	-0.61209081	-1.56577897	0.00011558	0.01190777
AF3328	N	BW_Delta	BW	Delta	-0.05268309	-0.19446108	-0.28728196	-0.31546883	-0.60968190	-1.10962136	0.00534438	0.14368265
AM0715	N	BW_Delta	BW	Delta	 0.00455732	-0.19187559	-0.28461795	-0.31281244	-0.60246579	-1.08533691	0.81411342	0.96074288
ASF356	N	BW_Delta	BW	Delta	 0.01262196	-0.18903805	-0.28342064	-0.31038272	-0.60127766	-1.08016289	0.52713686	0.86861347
Acetatifactor	N	BW_Delta	BW	Delta	 0.01885038	-0.19067133	-0.28465456	-0.31697888	-0.60206154	-1.09140710	0.31840803	0.75030223
Acutalibacter	N	BW_Delta	BW	Delta	 0.01599445	-0.19266483	-0.28244923	-0.30891039	-0.59731163	-1.07791927	0.40467298	0.80800433
Adlercreutzia	N	BW_Delta	BW	Delta	-0.05932237	-0.18904652	-0.26456531	-0.28226919	-0.58524077	-1.09609924	0.00222564	0.08437378
Akkermansia	N	BW_Delta	BW	Delta	-0.01858704	-0.19292449	-0.28506839	-0.31144967	-0.60057654	-1.07722889	0.33150200	0.76052793
Alistipes	N	BW_Delta	BW	Delta	-0.01249234	-0.18739960	-0.28444747	-0.31305833	-0.60316179	-1.08614935	0.54165946	0.87337637
Anaerotignum	N	BW_Delta	BW	Delta	 0.01542150	-0.19337411	-0.28415411	-0.31253794	-0.60214883	-1.08584567	0.41212273	0.81065182
Anaerotruncus	N	BW_Delta	BW	Delta	 0.00914936	-0.19240267	-0.28411878	-0.31125547	-0.60114052	-1.08205546	0.63474668	0.90787046
AnaerovoracaceaeNOV	N	BW_Delta	BW	Delta	 0.01346401	-0.19207232	-0.28486472	-0.31323890	-0.60565587	-1.08616515	0.47253013	0.84146652
Angelakisella	N	BW_Delta	BW	Delta	 0.01431243	-0.19072060	-0.28242481	-0.30966882	-0.59835700	-1.08335566	0.45189538	0.83099189
Bacteroides	N	BW_Delta	BW	Delta	-0.07850146	-0.18248924	-0.25601495	-0.26195963	-0.56566516	-1.05161704	0.00004890	0.00648281
Bifidobacterium	N	BW_Delta	BW	Delta	 0.07422346	-0.22637866	-0.29259338	-0.33759617	-0.61039508	-1.13337953	0.00072266	0.04245885
BorkfalkiaceaeNOV	N	BW_Delta	BW	Delta	 0.05483892	-0.18395213	-0.27575084	-0.29599410	-0.61156748	-1.10399366	0.00469674	0.13184419
ButyricicoccaceaeNOV	N	BW_Delta	BW	Delta	 0.03842529	-0.18992955	-0.27532090	-0.29448050	-0.59538375	-1.08158039	0.04313297	0.38904571
CAG115	N	BW_Delta	BW	Delta	 0.03677594	-0.19608587	-0.28387162	-0.30397445	-0.60184838	-1.08999912	0.05299859	0.42061646
CAG145	N	BW_Delta	BW	Delta	-0.03903929	-0.19357093	-0.28507843	-0.31898279	-0.60402007	-1.09381258	0.03769211	0.36427944
CAG273	N	BW_Delta	BW	Delta	 0.06732404	-0.18467900	-0.27940373	-0.30895627	-0.60370499	-1.08142602	0.00034466	0.02505217
CAG274NOV	N	BW_Delta	BW	Delta	 0.02161252	-0.19061343	-0.27839843	-0.29267023	-0.59858558	-1.07137601	0.28258441	0.71991742
CAG303	N	BW_Delta	BW	Delta	-0.01103036	-0.19402078	-0.29177921	-0.32078036	-0.60828139	-1.09413537	0.57188071	0.88611244
CAG41	N	BW_Delta	BW	Delta	 0.03815005	-0.19287559	-0.27873095	-0.28145287	-0.60669197	-1.08271456	0.05412160	0.42284257
CAG475	N	BW_Delta	BW	Delta	 0.04057253	-0.18584784	-0.28086338	-0.30041116	-0.60655630	-1.09664912	0.03543983	0.35404562
CAG485	N	BW_Delta	BW	Delta	-0.07490034	-0.18270369	-0.25835548	-0.26405610	-0.55759655	-1.03423592	0.00013670	0.01333994
CAG510	N	BW_Delta	BW	Delta	 0.07732970	-0.20672073	-0.29556578	-0.31213675	-0.61814068	-1.12798519	0.00008211	0.00961505
CAG552NOV	N	BW_Delta	BW	Delta	 0.04428232	-0.18585531	-0.28730008	-0.31700392	-0.60440696	-1.09453233	0.01936724	0.26913753
