Pathway	02-01	02-02	02-03	02-04	02-05	02-06	02-07	02-08	02-09	02-10	02-11	02-12	02-13	02-14	02-15	08-01	08-02	08-03	08-04	08-05	08-06	08-07	08-08	08-09	08-10	08-11	08-12	08-13	08-14	08-15	12-01	12-02	12-03	12-04	12-05	12-06	12-07	12-08	12-09	12-10	12-11	12-12	12-13	12-14	12-15	14-01	14-02	14-03	14-04	14-05	14-06	14-07	14-08	14-09	14-10	14-11	14-12	14-13	14-14	14-15	16-01	16-02	16-03	16-04	16-05	16-06	16-07	16-08	16-09	16-10	16-11	16-12	16-13	16-15	18-01	18-02	18-03	18-04	18-05	18-06	18-07	18-08	18-09	18-10	18-11	18-12	18-13	18-14	18-15	20-01	20-02	20-03	20-04	20-05	20-06	20-07	20-10	20-11	20-12	20-13	20-15	23-01	23-02	23-03	23-04	23-05	23-06	23-07	23-08	23-09	23-10	23-11	23-15	24-01	24-02	24-03	24-04	24-05	24-07	24-08	24-09	24-10	24-13	24-15	26-02	26-03	26-07	26-08	26-10	26-11	26-12	26-13	26-15	28-04	28-09	28-10	28-11	28-12	30-11	30-12	30-15
P441-PWY: superpathway of N-acetylneuraminate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.0817618740	259.6338137280	503.4039084591	297.4449255900	308.6486875785	162.7319846366	176.6320045972	108.9953700369	219.6877046711	227.4985721633	269.8839665928	192.3790568592	512.5390716990	429.4111355922	502.4327422678	426.2197166410	427.6336024514	322.0299934526	197.7952683982	219.1475129466	141.5383154947	423.7387440486	291.4800273725	477.3577885481	438.6126222969	472.7154047454	369.4289461303	442.4861812616	425.5010508160	403.5974869937	0	347.4029572404	257.9266611155	330.0683298644	187.3109791406	0	198.8469114705	0	405.6357373376	52.4476681400	61.3059245281	111.5091352593	172.0796866391	240.8305946801	510.5011861945	509.4946439039	131.6784004487	95.8575927117	378.8135854124	176.6742613308	188.5675065260	309.5838075427	221.7056660529	270.0691698025	259.5789170853	106.0650617843	304.9219486957	156.3391044288	270.3610090495	150.4779652960	289.0753918103	121.5235885920	0	0	190.7147765478	151.4618920775	0	165.5030960452	85.9968098756	64.9883626718	295.9759844827	221.6608311272	162.9694153851	281.6346718352	85.5020805970	563.8910491016	259.2524157219	87.2716224805	252.0244121395	483.9417095593	158.7980588450	293.7160654337	247.2821318386	259.0172528412	104.4087823623	150.0394093273	0	243.3779605738	204.1436795316	237.0996251328	224.0748956359	431.3157839313	284.0788216594	347.7218321429	0	82.1775523419	205.2231908023	168.4878620614	199.4549186957	174.8810103171	250.5218420104	239.9797523947	272.4543542214	265.4894390504	103.4809410001	188.4629389966	62.3853965917	248.6510231472	0	80.2776275127	113.5280043289
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	0	55.1339789103	140.1202858235	0	113.9718334505	71.1173257022	0	0	0	0	58.3495175380	0	111.0142836278	0	0	140.6301525184	162.9159056978	57.4436151483	100.0651984400	148.2794118026	76.8602262812	0	0	108.7507787137	119.1681546296	0	0	80.0325761384	103.8785040977	90.9630468003	245.3702716124	173.0075649388	265.9280172525	222.7130315334	162.0725524722	226.7609969121	269.2625091370	87.7751585064	273.0337611157	222.9824055779	157.2355925806	219.4037685669	346.9127625588	306.4019164272	315.5847002543	296.4395331413	323.6880503870	257.4005146862	117.8936125067	230.7200115450	172.5837971394	206.8820927620	63.9210654652	151.3779103204	165.3996612265	263.2165555215	218.4714415622	159.7975978008	179.2917338531	126.5526918585	93.3755660035	47.4291012888	229.9389544577	147.9614281006	112.2259451779	174.4468112973	147.4120694412	163.6350183579	93.3761759276	199.9744983975	140.7320720537	90.5754774088	120.5912325161	143.3883682750	204.2869584765	287.6369647133	214.5996049071	138.2915411922	235.8164959519	249.3707304346	202.7420722547	172.1774587652	211.0040158590	154.9810831760	130.1337223184	107.5824654898	71.7355019448	112.9951044724	166.2931583404	84.6810361674	110.9230439957	90.2486508558	150.9817407358	166.9714518046	137.1700185253	86.1270186419	178.8405222182	114.0881873602	160.9016201156	61.3127209656	151.3111492147	84.1329889167	53.9449614852	119.6124432531	137.9926389670	822.0026917898	127.7899652756	156.7168518114	174.1099281208	127.9485618559	99.8012373091	73.0390698680	80.5116749077	107.9056411442	132.5355324045	89.0867591345	58.9139747396	98.6622429953	45.5901669899	22.2865978323	22.9474892171	55.8297169729	0	35.0580685657	178.8681361528	55.8369554658	25.5241429786	93.5180752267	84.5639854687	102.1594016570	103.5563330489	148.5942065538	73.1262126185	93.7010721254	75.2376945086	148.9763323304	85.5672395915	59.5925556743	0	62.5183920758	149.6080645650
PANTO-PWY: phosphopantothenate biosynthesis I	1292.5398534330	1226.3599081354	941.3951544782	178.0578193122	759.2859185940	795.2514803611	1888.3137306789	1894.2872785747	2024.7752049503	1477.1384338655	1427.4409446033	1500.7622287593	745.6131262593	641.4978224023	1587.2774895741	610.7590137246	982.0985468587	898.7796484912	246.2063527079	488.7960733802	640.7647259294	883.8304385998	841.2467032611	1131.5782463005	495.9843042221	546.1217737873	937.9974233375	894.6154784124	542.8579091131	697.8378667897	341.5509581721	567.2421173875	930.5356169563	869.6409215860	788.9433885757	548.9215408250	724.3163529399	316.0181276657	840.1058359974	669.6440876021	653.8504815019	771.3537599597	1360.6991523085	956.8185710735	1501.1696695180	816.4201501705	828.1078517229	577.0249494697	743.7960722605	485.3672597423	345.6075121342	897.1760469394	564.8153858667	981.5020144467	910.1494341739	887.3792246427	783.1816454653	1044.6154518151	813.4392031698	972.4452045406	170.2198123274	611.0194212088	476.5126047896	644.9742321312	394.7163094851	357.3883836103	400.5964533727	285.9056015825	840.8799369489	365.3317238328	222.2352356121	439.0609407610	438.2579390210	821.7696977444	1176.7664243042	1032.3224785569	616.0870783167	400.5384715833	875.8136289532	532.7250539374	572.4662110765	879.6923743453	734.6551517042	786.9936041154	711.4825553788	492.1075285932	966.4291377292	618.4515503744	1135.3660541423	324.3382202974	649.9418223913	336.7875235138	265.6915518312	314.8957017120	585.9274284122	509.2887021480	422.4329469619	657.0454999249	448.1407095873	486.4301367152	1195.7775580823	656.3491702606	556.6683330448	743.3832324432	363.6632420449	2398.3439360818	752.9299661130	380.6211436410	1094.2070470795	1162.8320889006	479.5867819163	838.2520315570	1124.6325493395	694.5276317889	427.5396004593	394.6641194389	192.5231906364	552.1100044426	824.1279358526	994.8217845594	883.9513356501	1584.8415225354	646.4450678145	1441.0756193341	291.6821558713	337.8633784063	577.7963313522	629.7107360293	528.5132511091	626.5691237552	802.6289145432	546.6345999819	972.1528526145	736.2772781086	444.1917914884	582.8617082314	347.4001053676	932.8787985686	779.4891805206	354.7340751036	392.4299229912
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	1336.5246248887	1288.1033004519	998.3681706554	201.5975920249	836.3399871141	812.5912884228	1986.8693147679	1974.9312367646	2120.1836933123	1600.7530023138	1491.8728049131	1543.1490481253	800.4419456203	670.4285438108	1638.7597301387	633.1623269333	937.8752537723	987.5580972256	238.4364861370	521.7552000785	656.0288106716	954.1872119537	986.3092782051	1283.2910750829	590.2876743453	653.4777310753	1037.8652389560	985.3369793393	591.2098987037	745.7986812560	382.0661285703	648.0562409893	1040.7833550568	1028.9887068967	895.3381160296	623.1084610290	723.0146550173	361.8495252222	913.0326211559	709.3936254776	665.0701691970	822.0798709938	1370.4382427875	982.7557728531	1591.8145041375	903.1334358942	910.1357578151	669.3097622355	885.5170209428	574.0265931863	368.4305419894	964.3051260335	641.5744270213	1115.7334656077	1029.4197485540	884.6944056515	792.5747968545	1039.2322340917	788.3697181935	1029.7050448527	186.2956966415	682.1271685268	542.2088376328	767.5133620478	466.7472807157	352.4988624269	448.0442214568	314.4841698041	950.6380027341	396.9164967618	244.7699485433	485.8798710119	507.4053706285	799.3954867917	1375.5399961366	1204.2806066178	704.9384868870	466.2080522978	1080.9575671826	627.4944328308	640.1122574051	1020.0195556667	836.0561842981	905.9561972852	752.9280388451	553.3156433244	906.1666374711	687.4684646448	1236.8759005666	282.1141277399	579.5981837768	364.6431237599	332.4434505753	360.4757571666	560.4888574549	508.2959069233	457.9306789993	722.5984395347	500.2477630606	512.0561185518	1299.6885330266	534.1424575047	402.0508667390	614.0794024147	377.9963551532	2702.0986631248	697.4365675602	409.1733923251	944.1372226151	1179.9423943227	530.2942421664	881.0414817889	1047.5960239084	750.2270179830	481.3919204397	392.4074580262	226.4740356048	542.2228655953	702.8262309265	766.2730484747	749.9235046412	1389.6067144167	698.0655281938	1291.0996981192	305.7255045036	334.0409883866	619.9528339855	649.4437975250	526.7148640951	652.9678055330	876.1154957247	622.9935424174	1017.2613200332	798.4498051462	482.4594179193	649.5645970232	381.5479783297	982.4231649346	721.8380596771	364.0307760346	423.8924539225
PENTOSE-P-PWY: pentose phosphate pathway	691.5279375866	501.4113095647	597.3395029505	159.2134386351	482.1000717827	467.9269614876	1084.4964734341	988.7504363440	936.8761296729	730.5478154089	714.9618507782	691.9882808753	432.6358006370	315.7783060727	822.9982175283	305.3556801185	402.3455316808	389.9105278619	126.2950746940	220.3090199443	493.8986254963	458.8551293260	505.8895627465	502.7659277328	323.6833695314	293.4814939168	349.5199412374	505.2701969744	302.1256806124	265.3232044052	137.6093345862	338.1989852335	489.7751165109	355.4119806204	349.1663171436	220.4805479795	211.5273606601	129.9547339227	220.0929075537	246.4294231008	347.5623085849	283.1697769735	557.9701267540	440.7592229553	500.7186814488	422.1712835051	430.8641754596	296.6645818951	302.7229179360	271.7159291420	158.8532851771	451.9476324490	233.5478054394	499.9886793892	360.2580533830	578.1587291829	500.4415025346	363.2164816991	373.8665966479	300.1145755658	46.5376669548	339.5840044513	278.2976775331	233.8162475104	237.7960138964	80.5754812732	304.6954886118	98.1119658080	630.8865350183	129.2239695836	85.0035927270	303.3137944434	273.9358374856	373.2352003916	843.4705185317	634.1600427054	293.9614805781	265.0817169994	675.5371508298	237.7569630017	260.6873728468	628.1981994396	360.6245947340	485.0845385606	452.1413896342	277.2599315444	548.8167164856	354.7421307765	652.7427391986	164.4526786544	376.0219491842	195.4562811175	130.2271747499	221.5772828950	155.6014870086	152.9253968985	78.0920279692	296.0868815663	180.7798550648	199.5483935202	463.4407437707	370.8482464320	261.5373510781	460.8355939344	150.7007821316	893.1718229911	220.4324048559	119.5666514547	433.5046190392	559.8399200330	167.2206506015	430.9972893951	450.0668899894	452.0986851338	91.0872970912	180.0081422420	148.7979844504	368.6747422400	449.8820287407	448.3449495377	408.9626870365	709.9936194408	349.4435983108	789.5091701145	73.2698716393	178.9795346888	290.4470941561	405.8060406028	278.8299327845	260.6982486819	318.0177203313	288.2163556580	391.3273352700	357.0223240652	205.8593107075	404.0448100206	104.1064809994	447.3686706240	98.3320948289	53.7141025665	87.9606777582
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	1434.1142295369	1339.6584867564	1197.3011178617	376.0270469381	1120.8202696492	966.9551381755	2235.6568702302	2194.3359832455	2300.4108065065	1798.7500103867	1583.6461397936	1599.4600953836	998.2215060540	820.5051860949	1724.0006145219	791.5187642906	987.4900874621	1072.2273343987	397.0646053573	676.3195786378	828.5126862014	1020.5881687186	1081.6176331211	1334.2468397833	854.1116795620	809.2833068278	1094.5006051090	1049.8362603485	744.2288361283	900.4210880301	560.3060461270	960.6254059889	1351.7485919757	1206.8994904359	935.5650536095	913.4452581404	981.6023902739	351.4621455003	1259.8154221504	913.2590836766	792.8573545778	996.8847479582	1412.3452996842	1079.0290517207	1579.0621673892	1047.0284143883	1078.0567641635	933.1439285533	1089.5808557411	889.1030870650	581.4052387052	1271.4657125878	745.5933348488	1582.1675598655	1392.1668605104	1271.1886391214	1251.1439399480	1891.3166202420	1115.2867213286	1427.9019970206	420.0149232160	884.8245087313	859.3347296787	1291.2093206681	810.6164296427	523.7273842938	685.2031337280	770.3135371808	1374.2270723188	602.4627639903	401.6315607545	780.5109658940	754.6615326785	828.0270849364	1750.3194061263	1466.0521894132	975.7651714962	779.6686222877	1608.6438311430	1087.6717976824	915.2855272530	1417.9788604937	1408.8085554845	1291.7459849119	957.2430205623	733.6828387290	1112.0596902120	932.1689949493	1712.6038916897	401.9270439839	905.0329033611	651.6448804600	828.1935778965	665.3888513582	785.6654662830	769.7878807680	820.3259946201	886.1177100202	761.2716899111	712.7771757865	1599.1816926779	841.5059767012	609.1801141897	1005.5933444343	718.6071506641	5205.9634920754	931.6265251075	719.2135768785	1345.2220768305	1536.2046177943	978.8462833296	1085.5771204484	1348.1575502470	1016.8395699229	700.9368966359	581.1356727402	510.8598391593	798.0851843143	1137.3825632201	1121.9630327716	1013.8596026815	1873.4789630449	945.8467308766	1729.3281823121	669.2075541523	577.6670421552	998.3097198162	1038.8693484004	789.9145491966	809.7674315955	937.1102554754	799.6909804353	1199.9878119200	933.9114371209	630.8275574672	1150.0615194771	857.1822091397	1111.2716430452	568.8747415131	494.2448343242	536.1408794188
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	657.3840287271	489.9449219482	612.8462490319	133.0955208930	411.0324731027	450.0711813666	935.8512915941	892.3311657509	928.5047313175	676.0884049668	741.2251256543	683.3591526880	399.0701594180	341.8213746845	668.3317041029	331.5977966510	474.2265862250	361.1066932018	104.6185947642	233.9996812210	343.8564074760	341.1274965238	350.5624579899	448.2191539048	263.6250487089	234.6191810249	297.4530370812	418.1134522609	315.6122554585	283.5959741947	141.5557440765	240.4121939245	349.4485892167	248.3448534901	326.0781449257	160.3852666833	232.4112165162	57.4497414276	224.0524964808	211.0380290669	209.3848916997	173.2146945419	441.6515767180	320.6856394512	341.8827020705	325.8224638860	338.4697886158	257.9171375831	180.4177432087	177.7554362053	107.3162505196	341.7831525666	199.9196309166	377.1794554651	287.4344355408	282.1499748655	221.1888210492	314.5163829535	244.1305150454	296.7638925479	0	231.2853867440	137.7414907782	147.9000009445	117.7487467751	110.2852828853	183.8154449198	56.4130304008	308.8848250340	0	69.3461678807	162.0779493931	149.2143763355	278.9775464586	345.9139402575	382.7251314698	181.7601057717	243.1659556204	258.9896466888	86.4719851833	118.8225329728	186.6528099119	173.2060744820	187.5280208804	218.1034823389	90.6944813040	210.5833315728	128.6087639398	190.7248777233	84.7383784117	131.7252778199	70.5711795075	0	0	106.8588221799	113.2898132049	0	152.2170296447	122.3533101926	56.8039370429	221.3296577318	133.9699609940	73.1250172647	74.0066338121	0	288.5929188527	140.8424060390	72.5444734301	193.7677529849	286.2541535945	145.1215964342	281.9364917435	174.9460499053	198.7704432260	83.3545228377	92.7621531265	0	119.8012805618	120.0601045779	169.5634698715	137.6366241878	298.1883142844	198.1445717714	231.2187825152	0	0	76.9568635775	99.9792348528	92.6807346823	201.3328916498	251.2658427479	173.2797384106	182.6334373194	311.7783017896	0	130.6894969528	0	200.2006487854	84.5313595139	41.4197324861	0
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.1445612969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.7834976577	0	0	0	26.4079361939	44.7207236970	71.7585136881	0	32.2308856471	0	0	0	0	0	30.2136888948	64.5433176754	0	17.1092987270	0	0	0	0	0	0	0	0	0	0	0	0	33.1510305873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.0031726570	0	0	0	0	0	0	0	0	0	0	80.0387705385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	0	0	0	0	0	0	46.2117706495	54.2570838983	36.9893827608	39.4098965963	40.7998634465	0	29.4923713620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5156402184	81.5207620842	26.6581060527	23.5294950788	26.7921727683	51.4163767470	64.1970399968	76.5392137379	0	31.0837059927	30.6895447263	0	0	0	29.3260143108	40.8991484180	0	21.6219456494	18.4954116025	0	0	20.8436513217	0	0	0	27.6656239727	0	0	0	0	0	36.5075351992	0	38.8253879314	0	0	0	0	0	0	0	0	0	45.1568593735	0	0	0	0	0	0	0	0	0	0	37.1761078377	0	0	0	0	0	0	0	0	0	0	97.4038967133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.7730896081	0	0	0	0	0	0	0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172.4551572354	0	98.8928007936	159.6260250612	179.0551916734	0	0	0	0	0	0	0	0	0	0	109.6772528404	115.6439049170	285.3416769494	112.5701431408	130.9225272198	0	0	0	0	0	0	0	0	0	0	38.9753951637	59.5598184266	30.9404044152	0	0	0	0	0	0	0	0	0	0	0	163.5849909641	44.5987740220	124.4222440723	82.3241773968	144.8536306563	0	0	0	0	0	0	0	0	50.7155209085	32.5634674105	0	73.1045963304	0	0	0	0	0	0	0	0	0	0	82.7280066569	60.7392944666	0	0	0	0	0	0	0	0	0	104.1521150764	173.1677569448	0	0	0	0	0	114.3374452217	57.3932434274	84.9832852212	104.6350473347	135.8086919425	0	0	0	121.5026426844	0	0	0
PPGPPMET-PWY: ppGpp metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.2015842675	0	0	0	0	0	0	0
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8591067626	0	0	0	0	0	0	0
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.8822032273	0	0	0	0	0	0	0
PWY-1042: glycolysis IV	1269.2116773536	1253.9997636842	1479.7567948272	413.8027807403	1528.5768963411	1391.6236633414	1931.9824665198	1808.2134285775	1886.2408969576	1683.0499229957	1506.8093683516	1287.7010751973	1232.0848942827	1136.8588316068	1447.6698106733	1068.0948643756	1422.3101936205	1023.4436005403	633.5694833304	1003.9596456257	804.6354982890	875.6629745911	831.6781374035	1300.6734133110	1082.2524636459	1065.4590227840	899.6178897594	1093.9581236905	925.7074106414	1160.9247467987	1074.3632782992	1304.0593229476	1279.4909885858	1255.6767305776	1076.9775996672	1603.5432236867	1480.5068396358	639.1455256551	1747.6009449329	1190.4346670037	1029.5590397652	1701.0172014699	1616.0875824879	1154.6766304463	1833.2234753103	1082.0581702706	1111.1922058686	989.0213633159	657.2675752818	1209.7945926475	839.9983303292	1023.8438516321	637.6878152957	1003.8598117199	1282.2523036623	1318.0447670509	1277.4384089206	1238.3358326653	1087.7366213575	1038.8874234146	611.4853758365	1012.8717532952	1156.1074435549	950.4586444700	1121.4301205642	1094.9507184570	1095.9982371541	1068.4626672870	1153.6572036816	1043.1197703107	839.5979486024	1234.4508992702	1208.1120836161	941.3857283838	1763.6271806045	1682.8043807891	1330.3607592927	1142.6576958479	1720.2115347268	1582.5772847587	1220.6126480050	1269.4856852545	1928.1939553197	1565.4058943546	1023.4559509399	1077.9467296107	1158.9108503097	1347.3078571643	2157.3426163686	584.2769483912	1133.7878735211	1021.6463986142	1113.8090063037	1091.1585034899	1175.2620382896	1186.9456530630	1294.3442139070	1087.3218438580	1218.8601433777	1087.3955814716	1938.8561839273	1248.5579089788	917.4031147360	1381.9814929638	1229.4399024538	7278.2006833878	1180.1394032668	977.6694839461	1531.1916085276	1582.7968759365	1161.6924675554	1414.7207410630	1686.3910573883	1165.4809858933	1075.6548366640	955.0823149732	690.5758935633	942.5571915921	1021.7177451273	1017.9967182781	1007.5922556322	2010.0968240804	1068.7035563762	2104.7081567417	1099.1612371088	952.0959782736	729.5889615169	1089.7475473314	921.2258619579	1217.2639509769	1185.1803625971	1085.4433539089	1377.2275907147	930.8091293121	827.0017607532	1440.4492620209	1062.3430516635	1261.6049957006	766.3101415206	872.5917347998	927.4773458030
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	433.1777889201	249.6287989339	335.1389669478	94.5667426932	162.9953508821	238.3501136645	651.6076859056	647.4666647668	550.3758000842	367.4160693441	420.9758218629	382.4248633973	213.0020535398	135.6462070608	459.5735068141	178.0309417942	280.2127358284	207.6007235760	48.3965404818	98.5431530714	338.0076560729	255.8110143530	218.1900191142	249.2684607467	95.7110446670	90.3173684612	164.5232160311	373.3653555751	154.6428075318	121.2707776080	55.2804522417	73.8573396103	171.0824675832	109.8405670919	126.3581323266	55.0345512159	78.3497074882	38.3508818728	71.7527062753	89.9657138046	94.5719636561	43.4050676653	171.5181616326	147.1943779434	107.2941727147	157.8961325675	133.4705794620	78.6753052484	85.8543204289	34.8006768495	33.1251095376	146.4625131679	96.7822784695	139.1846847195	165.7873406632	166.9474927286	79.5220739598	110.1928236027	117.3748590852	116.8610277287	0	106.7513872857	72.3799259700	57.2954496876	39.3023011063	33.0670973547	74.7083635464	20.1116717305	124.9040208233	17.3573733122	21.2982436321	29.9149189369	37.8293511523	152.9191336130	147.6956944484	175.4124750127	57.4033034813	82.4641266470	95.2283138328	45.1996515748	52.4341254736	41.4695025331	36.1378654360	56.6289263807	68.4136748083	35.2459868394	84.0075425895	42.4945083777	51.4927331126	38.7703507822	49.0907355796	0	0	0	29.7294723412	0	0	62.7632835776	24.5566583200	20.8597905647	39.6051719648	28.3658750624	23.3688819345	0	0	54.6599603064	49.0754976202	0	0	88.2183065103	23.6921706554	113.1799194401	0	31.4653013594	0	0	0	0	0	0	0	18.7492011964	86.5759632759	71.7080515719	0	16.9752304356	0	0	0	101.4643021585	38.1944395796	59.5832604620	30.7360210413	93.7911242073	0	19.2738954051	0	69.0597872140	0	0	0
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.2673502492	0	0	0	0	0	0	0	0	187.4825396161	311.7326390846	326.3710100415	262.0445555733	284.8743635592	154.8918375652	128.5099744914	92.6213973164	60.9531759710	39.5687759013	73.4108839802	58.6472372135	50.2622739295	108.3628683180	109.7447908166	124.4424124683	0	58.8598179118	90.7879375371	76.6617326907	0	0	62.7705158216	43.8593853990	0	0	0	0	66.1247356659	0	0	0	39.2557633481	68.3039155294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.9823631734	152.0459926772	0	0	0	93.0772005793	0	52.4797411848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.0091952578	0	0	0	69.9785039453	0	0	0	34.5722189274	45.7497769838	41.4134568374	0	0	0	0	0	0	0	0	0	9.1930384655	0	0	30.3450584224	0	0	0	0
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	39.2734571033	67.4539510950	0	0	0	0	68.1419509059	59.0934355384	49.2634655302	0	92.5014465212	0	0	0	0	28.4962666235	74.2638226025	47.7953350475	0	47.3580176936	0	0	0	29.4803548228	0	55.8392700314	0	0	0	31.8479134047	0	0	0	51.4836462011	0	77.2762561933	0	33.2138632843	84.3398881224	50.5646543430	52.0549672060	95.4862413097	65.9741597384	99.7808801304	0	0	0	0	0	36.4831139895	0	0	0	0	0	0	49.3070727901	0	0	0	0	0	0	0	0	0	0	35.3539840582	0	0	47.0244875745	101.8876254975	70.2105893427	0	0	0	28.3497273786	0	115.0071827717	72.7160329209	101.1690160683	0	0	0	0	77.5481883092	0	96.7314458207	104.6615813304	0	0	0	77.4247245577	50.6906657303	0	49.1795710037	23.2806650138	108.4973847341	101.1573055170	103.8155711228	41.2678802476	0	0	0	0	290.2680603965	0	0	0	0	0	92.4939332551	0	0	0	33.4059986118	0	19.6640536557	0	0	0	0	68.1857047801	19.8974453167	0	0	0	53.7592595770	0	39.3091469256	0	66.9796022399	0	269.9058224316	0	0	51.9040334216	0	0	0	0
